Code zone (M49),Zone,Élément,Produit,Année,Unité,Valeur
4,Afghanistan,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,28512.87
4,Afghanistan,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,28210.69
4,Afghanistan,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,28503.14
4,Afghanistan,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,28796.08
710,Afrique du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1887000
710,Afrique du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1910000
710,Afrique du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1951000
710,Afrique du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1860000
8,Albanie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,12233.91
8,Albanie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,13250
8,Albanie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,16335.57
8,Albanie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,16780
12,Algérie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,489650
12,Algérie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,392275
12,Algérie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,407744.31
12,Algérie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,421271.41
276,Allemagne,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1066000
276,Allemagne,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1080000
276,Allemagne,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1076000
276,Allemagne,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1086000
24,Angola,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,50955.99
24,Angola,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,54112.62
24,Angola,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,57177.38
24,Angola,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,60236.37
28,Antigua-et-Barbuda,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,15.6
28,Antigua-et-Barbuda,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,33.6
28,Antigua-et-Barbuda,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,88.31
28,Antigua-et-Barbuda,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,17.06
682,Arabie saoudite,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,900000
682,Arabie saoudite,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,930000
682,Arabie saoudite,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1130000
682,Arabie saoudite,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1150000
32,Argentine,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,2219238.25
32,Argentine,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,2294978.7
32,Argentine,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,2319469
32,Argentine,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,2287016
51,Arménie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,12600
51,Arménie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,14600
51,Arménie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,14100
51,Arménie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,13800
36,Australie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1270768
36,Australie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1337317
36,Australie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1364171
36,Australie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1431791
40,Autriche,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,125000
40,Autriche,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,129390
40,Autriche,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,128404
40,Autriche,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,127924
31,Azerbaïdjan,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,115388
31,Azerbaïdjan,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,124388
31,Azerbaïdjan,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,130108
31,Azerbaïdjan,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,137501
44,Bahamas,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,6374.57
44,Bahamas,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,6158.05
44,Bahamas,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,6081.06
44,Bahamas,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,6003.87
48,Bahreïn,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,7296
48,Bahreïn,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,8262
48,Bahreïn,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,8500
48,Bahreïn,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,8788.63
50,Bangladesh,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,210416.95
50,Bangladesh,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,215807.42
50,Bangladesh,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,221288.42
50,Bangladesh,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,226909.1
52,Barbade,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,11965
52,Barbade,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,13183
52,Barbade,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,15630
52,Barbade,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,14998.01
112,Bélarus,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,535800
112,Bélarus,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,503200
112,Bélarus,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,508120
112,Bélarus,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,480000
56,Belgique,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,441300
56,Belgique,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,447710
56,Belgique,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,442020
56,Belgique,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,421480
84,Belize,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,18298
84,Belize,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,19187
84,Belize,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,20470
84,Belize,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,22053
204,Bénin,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,9793.34
204,Bénin,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,9359.4
204,Bénin,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,9360
204,Bénin,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,9675.16
64,Bhoutan,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1835.39
64,Bhoutan,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1865.5
64,Bhoutan,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,993.56
64,Bhoutan,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1165.12
68,Bolivie (État plurinational de),Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,486878
68,Bolivie (État plurinational de),Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,506148.14
68,Bolivie (État plurinational de),Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,537247
68,Bolivie (État plurinational de),Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,549800
70,Bosnie-Herzégovine,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,65932
70,Bosnie-Herzégovine,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,63703
70,Bosnie-Herzégovine,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,67007
70,Bosnie-Herzégovine,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,70620
72,Botswana,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1362.92
72,Botswana,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1287.63
72,Botswana,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1509.63
72,Botswana,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1474.9
76,Brésil,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,13787480.27
76,Brésil,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,14329000
76,Brésil,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,14524000
76,Brésil,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,14833000
96,Brunéi Darussalam,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,26771.88
96,Brunéi Darussalam,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,30896.91
96,Brunéi Darussalam,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,31019.54
96,Brunéi Darussalam,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,29032.99
100,Bulgarie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,86900
100,Bulgarie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,90680
100,Bulgarie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,90580
100,Bulgarie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,90540
854,Burkina Faso,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,147358
854,Burkina Faso,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,149121
854,Burkina Faso,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,150905
854,Burkina Faso,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,152711
108,Burundi,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,14066.87
108,Burundi,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,8686.34
108,Burundi,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,9151.43
108,Burundi,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,9229.33
132,Cabo Verde,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,538
132,Cabo Verde,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,611
132,Cabo Verde,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,495.95
132,Cabo Verde,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,557.11
116,Cambodge,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,17276.7
116,Cambodge,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,17003.46
116,Cambodge,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,16895.68
116,Cambodge,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,16785.81
120,Cameroun,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,43999
120,Cameroun,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,104601.78
120,Cameroun,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,127126.07
120,Cameroun,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,117851.96
124,Canada,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1305207
124,Canada,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1334020
124,Canada,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1370800
124,Canada,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1415926
152,Chili,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,695709.2
152,Chili,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,680289.52
152,Chili,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,692847.28
152,Chili,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,691423.84
159,Chine,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,15283705.52
159,Chine,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,15409436.43
159,Chine,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,15000930.21
159,Chine,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,15476826.35
344,Chine - RAS de Hong-Kong,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,23403.85
344,Chine - RAS de Hong-Kong,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,21727.65
344,Chine - RAS de Hong-Kong,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,22694.55
344,Chine - RAS de Hong-Kong,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,23641.87
446,Chine - RAS de Macao,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,3371.33
446,Chine - RAS de Macao,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,3285.78
446,Chine - RAS de Macao,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,3235.66
446,Chine - RAS de Macao,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,3184.49
156,"Chine, continentale",Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,14600000
156,"Chine, continentale",Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,14700000
156,"Chine, continentale",Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,14300000
156,"Chine, continentale",Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,14800000
158,"Chine, Taiwan Province de",Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,656930.34
158,"Chine, Taiwan Province de",Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,684423
158,"Chine, Taiwan Province de",Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,675000
158,"Chine, Taiwan Province de",Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,650000
196,Chypre,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,26530
196,Chypre,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,26640
196,Chypre,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,27110
196,Chypre,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,27680
170,Colombie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1619784
170,Colombie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1694334.86
170,Colombie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1820126
170,Colombie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1817130
174,Comores,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,577.9
174,Comores,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,576.25
174,Comores,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,576.47
174,Comores,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,576.7
178,Congo,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,6963.85
178,Congo,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,6942
178,Congo,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,6984.61
178,Congo,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,7026.81
188,Costa Rica,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,137500
188,Costa Rica,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,147816
188,Costa Rica,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,152238
188,Costa Rica,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,148800
384,Côte d'Ivoire,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,75429.5
384,Côte d'Ivoire,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,89113.05
384,Côte d'Ivoire,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,105879.88
384,Côte d'Ivoire,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,118616.89
191,Croatie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,56650
191,Croatie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,58610
191,Croatie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,58960
191,Croatie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,60220
192,Cuba,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,24000
192,Cuba,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,17918
192,Cuba,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,24000
192,Cuba,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,24000
208,Danemark,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,165100
208,Danemark,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,163100
208,Danemark,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,151730
208,Danemark,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,159030
212,Dominique,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,370.15
212,Dominique,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,370.51
212,Dominique,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,371.9
212,Dominique,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,373.29
818,Égypte,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,2034000
818,Égypte,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,2403000
818,Égypte,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1940000
818,Égypte,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,2077267.77
222,El Salvador,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,131541.79
222,El Salvador,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,155405.52
222,El Salvador,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,159500
222,El Salvador,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,165303.15
784,Émirats arabes unis,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,54101
784,Émirats arabes unis,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,46494
784,Émirats arabes unis,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,47000
784,Émirats arabes unis,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,60000
218,Équateur,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,452047
218,Équateur,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,489786
218,Équateur,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,513694
218,Équateur,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,563300
232,Érythrée,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1252.99
232,Érythrée,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1225.42
232,Érythrée,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1182.18
232,Érythrée,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1140.21
724,Espagne,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1401410
724,Espagne,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1331410
724,Espagne,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1349990
724,Espagne,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1392770
233,Estonie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,22300
233,Estonie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,23300
233,Estonie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,23100
233,Estonie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,22900
748,Eswatini,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,2938.58
748,Eswatini,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,2822.48
748,Eswatini,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,2788.51
748,Eswatini,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,2822.93
840,États-Unis d'Amérique,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,18814264
840,États-Unis d'Amérique,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,19230123
840,États-Unis d'Amérique,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,19841239
840,États-Unis d'Amérique,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,19901890
231,Éthiopie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,67555.34
231,Éthiopie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,48808.79
231,Éthiopie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,55603.14
231,Éthiopie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,64342.25
643,Fédération de Russie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,4576733
643,Fédération de Russie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,4617338
643,Fédération de Russie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,5308201
643,Fédération de Russie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,5339500
242,Fidji,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,25368
242,Fidji,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,25715
242,Fidji,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,45158
242,Fidji,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,42377
246,Finlande,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,136890
246,Finlande,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,138600
246,Finlande,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,138280
246,Finlande,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,134770
250,France,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1130000
250,France,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1143000
250,France,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1114430
250,France,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1128280
266,Gabon,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,4093.07
266,Gabon,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,4126.08
266,Gabon,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,4159.4
266,Gabon,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,4192.79
270,Gambie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1104.5
